"spp","ncells","nrecords","maxent810m","maxent25km","maxent50km","clippedMaxent810m","clippedMaxent25km","clippedMaxent50km","convexHull","occurrenceBUffer"
"Delphinium gracilentum",209,271,135084,299,109,64993,135,47,79737835596.774,86142394307.7554
"Delphinium gypsophilum",175,310,186553,366,109,47252,93,32,40345809201.5649,41260704136.3644
"Delphinium hansenii",243,373,123204,312,113,67103,137,46,95435490884.6528,91028657991.1981
"Delphinium hesperium",282,393,181818,392,134,134154,227,73,193295556439.278,139960715341.183
"Delphinium hutchinsoniae",20,48,5202,52,26,712,6,4,714501575.068441,2045186703.89661
"Delphinium inopinum",17,29,60280,256,95,3690,19,7,2946533083.44888,3830705344.8351
"Delphinium luteum",16,36,10090,70,34,1252,5,3,462614389.74831,1555150436.00796
"Delphinium nudicaule",382,502,205581,399,127,154898,258,80,149888356683.431,156486271488.396
"Delphinium nuttallianum",411,548,150971,285,99,137359,232,75,158952698918.44,156908267688.047
"Delphinium parishii",613,877,289969,472,145,220370,342,103,187041963696.461,198479489045.341
"Delphinium parryi",917,1355,169597,325,114,112380,210,69,116938196301.118,145020322451.044
"Delphinium patens",539,725,227004,440,142,184042,332,106,196337897172.002,219985315535.792
"Delphinium polycladon",193,307,34004,129,52,25647,65,23,25450123851.911,30047450171.8272
"Delphinium purpusii",64,118,56373,224,81,3303,15,6,2888897937.7561,4981946113.03264
"Delphinium recurvatum",89,137,136397,340,105,57149,126,43,75803839785.5979,59809964663.8934
"Delphinium scaposum",3,11,94387,185,65,792,4,2,9787761.05276415,661258033.546702
"Delphinium stachydeum",7,9,19822,109,44,341,4,2,22107643.6228774,821530948.036589
"Delphinium trolliifolium",26,42,48081,176,64,10292,29,14,8534721441.30773,8970938283.09447
"Delphinium uliginosum",56,85,62961,191,76,5248,15,7,2047330436.32298,4279090493.308
"Delphinium umbraculorum",46,71,52669,229,85,11920,35,14,13910308310.0179,15471214300.3116
"Delphinium variegatum",407,582,151491,357,126,130632,225,73,172238573496.053,156429083743.85
"Dendromecon harfordii",86,266,9718,75,38,966,8,6,449973542.933338,3021619531.84823
"Dendromecon rigida",809,1260,183547,364,120,155793,322,112,203587995821.43,212221842036.831
"Deschampsia cespitosa",714,1193,136227,320,111,132588,301,100,279890250441.398,269116663278.2
"Deschampsia danthonioides",995,1521,218198,461,149,216498,437,136,307771899546.811,393062451310.318
"Deschampsia elongata",1005,1416,224348,402,137,222108,382,125,313284706117.291,342460690012.235
"Descurainia adenophora",9,14,431828,604,177,6619,20,8,6113113258.12916,4571385280.48276
"Descurainia californica",124,160,57421,150,58,27451,62,23,25276817284.4552,29185787392.3636
"Descurainia incana",104,121,78585,217,77,57536,137,51,135721966514.669,82951686751.1632
"Descurainia incisa",174,206,149985,279,97,111549,208,74,175845352216.937,123752499823.075
"Descurainia longipedicellata",21,27,61459,185,80,17725,53,26,36029891541.4518,17868524709.0743
"Descurainia nelsonii",11,12,270424,416,132,21169,63,26,38713917180.8665,14971642029.7238
"Descurainia paradisa",13,18,45470,117,45,7379,28,11,5813018953.88989,6481033758.17669
"Descurainia pinnata",1111,1462,301388,504,160,277086,482,152,362722011939.455,423558551280.354
"Dicentra formosa",358,485,139613,292,101,132847,235,79,173380882904.961,171047863276.899
"Dicentra nevadensis",25,47,28004,131,55,3490,14,6,1701781556.2613,3553408739.0702
"Dicentra pauciflora",57,66,78551,246,86,35018,100,36,105367411354.225,42562775974.0911
"Dicentra uniflora",94,109,75597,208,73,62673,162,54,126382459422.182,91232353945.3403
"Dichelostemma capitatum",1583,1977,308296,553,165,304721,534,159,362040924791.323,460786070825.845
"Dichelostemma congestum",63,74,171250,342,113,75130,151,50,81173557536.8155,63162013064.0753
"Dichelostemma ida-maia",104,115,84443,193,71,48535,79,25,30391362236.7655,36819157826.6388
"Dichelostemma multiflorum",253,280,194309,382,123,145417,237,71,128266360873.285,124316971621.482
"Dichelostemma volubile",142,171,99750,260,93,56179,120,40,65877790089.0775,56506995242.5853
"Dichondra donelliana",17,20,45796,175,70,10972,44,21,47129161601.5904,18848837177.3961
"Dichondra occidentalis",105,152,36912,189,86,12401,49,24,18618951938.4971,21320665093.6077
"Dicoria canescens",185,326,175401,311,98,95992,185,58,105156011463.974,92355503450.9781
"Dicranostegia orcuttiana",5,6,1681,33,23,251,4,2,19717799.3680303,564058480.093095
"Dieteria asteroides",62,93,246100,443,137,18435,65,25,39578375976.943,25792560185.298
"Dieteria canescens",665,979,155481,312,109,151924,296,106,283313373925.983,251510743458.225
"Digitaria californica",6,12,241750,375,123,4454,17,11,5462342695.89217,3142437845.35616
"Dimeresia howellii",21,39,56423,162,62,6164,17,8,6536905592.07983,4661479886.63414
"Dirca occidentalis",72,237,23150,105,43,5493,20,9,2742232287.49358,5123703893.37794
"Dissanthelium californicum",6,7,2857,26,18,266,2,2,54690310.5666883,740545439.021982
"Distichlis littoralis",71,115,11408,78,37,4964,32,14,2305822139.91973,8815336739.795
"Distichlis spicata",893,1285,375651,645,202,367925,640,201,404438859939.047,536546592502.192
"Ditaxis claryana",24,38,45722,97,33,6243,20,10,12996866912.481,6923894860.21891
"Ditaxis lanceolata",253,388,126386,241,80,41459,73,25,36384748058.9498,38562195330.5019
"Ditaxis neomexicana",281,344,122986,210,69,65881,101,33,51067945139.2744,63761307609.2213
"Ditaxis serrata",89,121,125272,210,69,50215,97,32,47204664302.9553,47396458739.3153
"Dithyrea californica",454,652,177319,276,85,123462,193,62,100238464776.127,117925893158.785
"Dithyrea maritima",23,61,4802,62,31,1918,18,10,7886336418.69413,5370276847.04073
"Dodecahema leptoceras",52,75,31876,188,78,8050,28,9,9551542127.45234,11840162435.5253
"Downingia bacigalupii",117,163,74726,231,84,46528,94,32,60998747273.6444,47780670055.8921
"Downingia bella",59,82,194746,432,135,50188,98,38,72068779555.5434,38189992481.226
"Downingia bicornuta",196,283,169124,489,163,86548,164,56,92302113402.7918,80866804647.8911
"Downingia concolor",91,151,109942,319,113,22986,54,21,43158202740.6786,21231369926.39
"Downingia cuspidata",150,229,149223,436,151,107332,258,90,227715666146.473,146812601816.406
"Downingia elegans",24,41,92277,245,93,15576,39,15,13980611151.9744,10853880341.0545
"Downingia insignis",122,166,85538,347,130,40902,91,32,61044418792.4298,39674224236.326
"Downingia laeta",17,26,25089,100,38,6458,20,8,5015583025.60628,6183991641.34042
"Downingia montana",30,53,40860,146,52,8498,40,18,24723714952.0963,15850891489.3826
"Downingia ornatissima",168,255,76895,232,90,53013,93,31,34884402779.4467,40505734552.6341
"Downingia pulchella",85,117,87992,292,105,39190,84,28,31602289131.819,30036011711.6284
"Downingia pulcherrima",11,16,51996,227,77,4090,16,6,2583158661.73718,3100208238.68953
"Downingia pusilla",48,72,86164,250,93,24819,57,21,28061169619.9981,18977057418.6493
"Downingia willamettensis",5,5,119436,254,92,2874,13,8,2858824648.67836,2294055321.00365
"Draba albertina",250,343,54631,177,67,43125,99,36,64306855411.5953,59181409254.5954
"Draba asterophora",12,21,14495,116,54,1677,12,6,1555276644.31897,2756949830.42837
"Draba aureola",12,38,17726,133,59,1120,11,6,2966552476.0469,2031235952.74065
"Draba breweri",192,284,16958,69,30,14910,47,21,30854862327.9728,24985050204.0529
"Draba californica",24,50,2540,38,17,986,5,3,187215852.467755,1248798379.16553
"Draba cana",12,15,14637,55,25,2022,11,7,1072701944.14458,1927259134.2616
"Draba carnosula",9,13,33235,175,70,1904,16,7,4142061957.90888,2746996235.96729
"Draba corrugata",103,215,55013,193,69,1790,8,4,1828983659.56101,3916645958.74939
"Draba cruciata",24,48,13180,53,22,2272,9,4,1252085362.74929,2669072216.64788
"Draba cuneifolia",306,392,263843,415,129,169779,301,97,197061657195.97,191181168374.88
"Draba densifolia",81,120,18913,89,37,10608,36,16,13126711980.4441,14737291226.2705
"Draba howellii",51,71,9722,90,40,3920,21,7,6797009281.91297,9077556880.98482
"Draba incrassata",24,45,7057,66,29,299,3,3,47973429.2992918,675429564.400773
"Draba lemmonii",154,255,11512,52,25,9643,35,14,9504172241.24998,14535105871.5718
"Draba lonchocarpa",8,13,6558,36,13,287,4,4,1740339.10624116,377163002.671854
"Draba longisquamosa",37,67,15982,59,25,4977,13,5,2161366053.28739,4411274451.04692
"Draba monoensis",8,11,159,4,3,159,4,3,31730483.6393784,786739016.808833
"Draba novolympica",6,10,18524,136,58,813,8,3,306047175.403197,1219525045.72299
"Draba oligosperma",124,226,20509,75,32,9735,32,14,10435279590.2935,12239071128.3156
"Draba praealta",16,31,14280,66,28,2753,14,8,742627675.519224,2363345355.80422
"Draba pterosperma",17,41,12466,95,41,1089,10,4,1380740992.40982,2166808210.79847
"Draba saxosa",12,38,42798,186,70,127,3,2,230342336.183897,1086720943.20918
"Draba sharsmithii",10,19,3666,25,11,937,6,4,145016580.959133,1183805868.56316
"Draba sierrae",21,39,6750,29,12,898,4,2,109480970.768435,895465008.509091
"Draba subumbellata",21,31,4867,32,12,1486,9,5,933850725.061842,2080541339.75663
"Draperia systyla",217,289,96065,225,78,60497,131,46,67362536925.1703,67568945238.4302
"Drosera anglica",27,52,46789,196,73,9997,34,16,24044737844.3939,10267820048.1467
"Drosera rotundifolia",122,187,88901,226,81,61259,144,49,124935253790.757,76902648592.0288
"Drymocallis cuneifolia",14,34,65186,296,118,1258,7,5,385984448.493555,1314683027.23717
"Drymocallis glandulosa",1116,1505,267954,487,154,266838,468,144,320602611350.266,384111713321.47
"Drymocallis hansenii",41,53,79427,191,66,28143,78,31,29871138107.8031,28445859603.5533
"Drymocallis lactea",544,778,113582,263,93,108846,241,81,241913868919.269,201825879139.185
"Drymocallis pseudorupestris",54,74,69320,251,88,32587,117,47,125889763576.103,54993177787.0478
"Drymocallis rhomboidea",20,23,74116,203,72,17207,41,14,18403932653.6934,13950572747.4461
"Dryopteris arguta",859,1221,177950,356,120,158420,337,114,259246583511.148,291987771856.332
"Dryopteris expansa",37,50,13990,79,36,12350,49,20,98774947566.8976,39711831846.8094
"Dryopteris filix-mas",7,9,78270,179,67,1837,7,5,8349611074.29526,2877029049.0421
"Dudleya abramsii",159,253,134602,387,143,39678,111,40,122825604959.681,60576869080.6181
"Dudleya arizonica",39,50,249734,424,127,8250,32,11,16332437641.841,8510379460.66964
"Dudleya attenuata",1,8,623355,744,213,123,4,2,1823.09756402779,312060551.533258
"Dudleya blochmaniae",57,96,21215,128,60,6631,32,16,9533924077.02621,10711984335.9184
"Dudleya brevifolia",7,11,2197,45,33,341,3,2,23340059.6903346,599150728.306176
"Dudleya caespitosa",84,118,14159,104,48,11152,75,33,69320390307.3237,53584134749.8975
"Dudleya candelabrum",21,43,15065,87,39,758,7,4,317729877.869465,2191904352.27409
"Dudleya cymosa",456,579,148716,348,114,118715,276,95,211949689758.836,210880444590.624
"Dudleya densiflora",11,20,4670,72,35,424,4,2,75821047.3962278,859937266.200054
"Dudleya edulis",114,172,142432,414,145,13571,33,13,10358899624.2281,14242545634.4197
"Dudleya farinosa",82,124,9733,67,33,6739,52,26,33660023490.95,31247553051.2461
"Dudleya gnoma",2,3,2479,45,25,9,4,4,51632.3798896631,327066145.165569
"Dudleya greenei",44,104,11013,78,35,820,9,6,454030039.903804,3048299170.3454
"Dudleya lanceolata",408,576,68046,283,107,53121,131,46,76794896773.2495,84903326540.2465
"Dudleya multicaulis",91,143,33180,168,69,10152,29,10,6313566885.1714,8840120687.77415
"Dudleya nesiotica",3,29,2495,44,27,4,1,1,231402.329200141,339265032.860616
"Dudleya palmeri",11,13,18236,107,51,2032,15,8,6123725930.37465,4165801498.62741
"Dudleya parva",7,12,180668,360,118,2051,10,6,2765403051.28417,1945564448.26749
"Dudleya pulverulenta",171,219,148702,373,128,41336,88,30,34194465705.0217,43022683364.0014
"Dudleya saxosa",243,360,221589,381,115,50961,111,38,61530984211.9281,48131767218.0673
"Dudleya stolonifera",6,32,16231,88,41,506,3,3,11318209.3180634,556514251.329653
"Dudleya variegata",51,93,50840,267,105,4727,18,9,9304573922.47173,7585618817.03356
"Dudleya verityi",6,9,15876,88,42,443,3,2,277534328.691745,892131642.98235
"Dudleya virens",36,109,1538,18,12,527,8,6,200525326.095348,2209925903.44203
"Dudleya viscida",23,46,18920,91,38,3082,10,5,875117684.546862,2876184865.16037
"Dulichium arundinaceum",40,84,69577,189,66,32361,87,35,56144004035.3393,32389686982.4349
"Eastwoodia elegans",123,226,167963,364,109,33412,66,25,29792129947.4343,29368902827.6316
"Eatonella nivea",12,17,45075,122,46,7826,28,11,7296685626.18435,6072883318.08845
"Echinocactus polycephalus",41,65,169599,271,88,61318,131,43,67469792142.1554,48614829458.9377
"Echinocereus engelmannii",199,283,288007,439,135,97917,173,54,88175354395.7626,79602590585.8143
"Echinocereus mojavensis",83,108,119295,291,104,24902,65,30,44197466297.627,26179443560.7356
"Echinochloa muricata",66,78,90573,337,124,57133,170,68,233071956083.839,137407450090.211
"Echinodorus berteroi",127,219,192070,457,149,100031,225,77,141060356770.392,114447510781.585
"Eclipta prostrata",144,207,256399,465,141,144821,259,84,184306953338.101,135087932320.042
"Ehrendorferia chrysantha",507,695,202454,394,131,155420,302,98,174803684982.24,182388022485.451
"Ehrendorferia ochroleuca",67,83,50074,219,86,8413,28,12,6024712211.2548,7999309246.21824
"Elatine brachysperma",81,105,109128,385,141,78259,201,68,240108460092.772,153385690261.074
"Elatine californica",29,37,202545,479,151,41411,91,36,59023641761.2708,33121725527.8432
"Elatine chilensis",21,35,136120,401,136,22185,62,25,77157227484.1358,27130572321.7574
"Elatine heterandra",21,28,65847,209,78,14589,50,21,27627219618.4525,16753539327.5611
"Elatine rubella",26,28,104254,401,138,43182,146,52,227796513517.115,87100618953.0255
"Eleocharis acicularis",316,446,199388,378,125,191126,361,116,292834496152.216,326996825510.677
"Eleocharis atropurpurea",12,14,164197,385,131,10502,31,14,41409464994.2422,8869021319.16434
"Eleocharis bella",253,347,126951,258,87,123323,248,81,267522112490.579,226037790370.015
"Eleocharis bernardina",10,26,57526,206,76,1082,10,6,2369487867.75037,1846669461.72772
"Eleocharis bolanderi",32,41,80510,186,66,13960,42,17,28226046031.0039,18939963008.4509
"Eleocharis coloradoensis",22,24,272059,571,174,68511,171,61,271354926980.985,84789771219.3117
"Eleocharis decumbens",45,61,70351,195,72,37373,96,36,61135237560.1421,37059342977.6068
"Eleocharis engelmannii",62,93,138031,303,100,48589,132,48,92948681046.0867,51303057037.7535
"Eleocharis flavescens",8,13,230921,502,159,4109,13,7,5674378649.25373,2746128742.31662
"Eleocharis geniculata",33,61,143036,270,89,17961,56,24,47708138788.5642,24581371768.6245
"Eleocharis macrostachya",630,819,239706,584,192,233938,526,168,373258294183.646,436068550872.979
"Eleocharis montevidensis",311,442,123995,355,127,62861,160,57,187599704826.629,112897425300.466
"Eleocharis obtusa",32,44,72465,246,84,21057,80,30,66243554950.5236,30443918260.1441
"Eleocharis ovata",1,1,623355,744,213,469,4,1,0,309016994.374959
"Eleocharis palustris",212,249,161205,442,148,132970,355,117,311947782109.299,276189588183.222
"Eleocharis parishii",390,579,381718,628,183,277053,526,164,337748812013.493,341586729958.928
"Eleocharis parvula",9,11,33324,150,66,3365,14,7,33819365301.2042,6345005542.4733
"Eleocharis quinqueflora",223,321,121228,267,95,95223,202,74,224947455094.744,157698874445.74
"Eleocharis radicans",70,113,164188,407,146,66959,152,56,160439864559.236,80042963538.3997
"Eleocharis rostellata",99,154,320813,631,201,147008,358,121,325850372229.569,216949452652.987
"Eleocharis suksdorfiana",51,64,112798,259,85,64417,142,54,149845741509.764,74394395126.531
"Eleocharis torticulmis",8,17,17707,168,68,295,3,1,26967923.5264606,634945463.262305
"Elodea bifoliata",1,1,623355,744,213,473,2,2,0,309016994.374911
"Elodea canadensis",64,84,199612,473,152,93127,232,76,180945243317.748,114829235639.144
"Elodea nuttallii",23,32,145086,331,112,43385,103,41,111178135810.977,44982667471.4932
"Elymus californicus",28,36,21022,92,42,5534,20,10,2850961300.48717,5434946514.20914
"Elymus cinereus",199,262,81789,196,76,77261,166,59,167524625532.391,133248915497.358
"Elymus condensatus",446,631,67002,223,86,62894,167,60,200107871179.398,154581514185.036
"Elymus elymoides",1427,2061,198764,369,121,196902,357,113,321762994878.409,340733986719.241
"Elymus glaucus",1959,2883,256253,448,143,256252,447,142,369414618468.451,430941063673.055
"Elymus lanceolatus",26,30,95335,281,100,40045,111,41,170632605033.679,66708518923.8078
"Elymus mollis",57,86,9886,75,39,6783,44,24,32124569764.3161,20812102071.7938
"Elymus multisetus",605,814,271443,511,165,268356,508,162,358857919056.586,431402752922.628
"Elymus pacificus",48,78,5500,54,27,3538,38,22,22543157959.7717,17519074795.7779
"Elymus salina",10,10,67357,218,75,4331,17,11,7915472039.57487,4360238361.6274
"Elymus scribneri",15,22,18166,102,41,4078,20,12,9598107008.02108,6319345225.52168
"Elymus sierrae",101,162,21332,99,48,15415,49,20,14842252599.7275,19936958597.0055
"Elymus smithii",15,17,40027,119,47,10301,34,17,22634703628.039,11994853956.8371
"Elymus spicatus",110,148,73913,251,94,56341,106,38,110394306948.6,69811683103.0278
"Elymus stebbinsii",101,140,112817,314,111,52450,163,63,162742098080.436,100984957978.557
"Elymus trachycaulus",588,890,170361,298,106,168658,293,104,354791816720.507,352605234629.602
"Elymus triticoides",867,1248,163782,481,169,162376,456,161,366155898990.754,458134573266.61
"Emmenanthe penduliflora",1170,1468,301231,477,143,261313,435,132,285502828890.403,324494909665.903
"Empetrum nigrum",5,13,591,13,8,132,4,2,8738657.10065702,781005853.749495
"Encelia actoni",502,701,263891,429,129,154275,245,74,131144656391.944,139486497495.043
"Encelia californica",414,628,47413,226,93,29633,79,29,28645810451.6261,47576208699.3785
"Encelia farinosa",749,1188,194401,324,98,131087,214,64,149346128447.972,162897099190.173
